#{"t_start": 1733160959.42986, "env_id": "ALE/SpaceInvaders-v5"}
r,l,t
420.0,528,36479.616682
425.0,581,36483.582835
440.0,656,36488.033446
505.0,654,36492.462874
315.0,429,36495.370154
320.0,517,36498.877756
555.0,823,36504.439547
330.0,524,36507.990484
120.0,265,36509.802869
470.0,574,36513.673229
425.0,542,36517.348568
315.0,438,36520.309677
420.0,524,36523.865863
315.0,438,36526.842766
420.0,524,36530.377045
90.0,277,36532.264585
515.0,650,36536.667877
185.0,350,36539.036986
215.0,352,36541.420436
450.0,652,36545.803409
545.0,608,36549.893401
240.0,396,36552.560116
315.0,446,36555.568663
525.0,606,36559.68754
135.0,271,36561.530277
555.0,734,36566.468768
75.0,284,36568.388959
315.0,436,36571.337214
435.0,559,36575.103342
135.0,275,36576.977216
320.0,468,36580.139508
195.0,400,36582.846821
470.0,646,36587.201853
365.0,614,36591.362723
470.0,580,36595.286207
260.0,475,36598.483877
515.0,756,36603.58225
320.0,480,36606.81776
315.0,483,36610.080223
470.0,579,36613.987347
560.0,658,36618.42386
195.0,429,36621.341586
425.0,522,36624.868448
450.0,605,36628.958701
115.0,275,36630.828648
515.0,715,36635.667119
80.0,259,36637.422639
510.0,550,36641.142911
510.0,640,36645.473535
515.0,636,36649.798643
95.0,266,36651.605981
480.0,644,36655.960835
240.0,415,36658.765866
420.0,538,36662.421044
450.0,588,36666.410508
495.0,638,36670.697366
210.0,433,36673.637416
635.0,572,36677.509164
175.0,293,36679.490085
315.0,430,36682.39782
450.0,573,36686.277129
345.0,442,36689.275462
450.0,569,36693.13583
230.0,368,36695.63514
650.0,573,36699.536479
560.0,597,36703.574818
525.0,615,36707.75293
555.0,807,36713.220889
620.0,617,36717.415666
500.0,603,36721.485792
420.0,631,36725.761623
315.0,486,36729.082029
560.0,634,36733.372741
230.0,401,36736.094464
465.0,588,36740.078883
370.0,605,36744.19496
45.0,261,36745.964092
445.0,579,36749.891501
320.0,428,36752.806388
470.0,609,36756.933311
510.0,593,36760.95828
520.0,581,36764.882147
240.0,366,36767.373558
70.0,268,36769.19553
105.0,271,36771.040384
555.0,1054,36778.160481
135.0,276,36780.042821
555.0,599,36784.113401
230.0,379,36786.686471
495.0,581,36790.634521
135.0,265,36792.432453
435.0,578,36796.354165
465.0,651,36800.739293
375.0,556,36804.480669
185.0,343,36806.827476
435.0,518,36810.357077
420.0,547,36814.057232
315.0,408,36816.815705
105.0,271,36818.674339
255.0,518,36822.217839
390.0,685,36826.88523
575.0,770,36832.123751
95.0,259,36833.913722
495.0,799,36839.355743
495.0,593,36843.399866
540.0,731,36848.385442
260.0,389,36851.04601
495.0,592,36855.090702
320.0,476,36858.361379
505.0,701,36863.163723
280.0,479,36866.456124
425.0,657,36870.941415
315.0,498,36874.367368
565.0,693,36879.099293
540.0,666,36883.66764
470.0,554,36887.439289
285.0,400,36890.185904
315.0,528,36893.775248
390.0,589,36897.73679
620.0,689,36902.393584
435.0,602,36906.439524
470.0,591,36910.423871
635.0,655,36914.827568
470.0,645,36919.156621
500.0,648,36923.533111
455.0,656,36927.952155
225.0,402,36930.657188
670.0,747,36935.722936
320.0,487,36939.017794
390.0,542,36942.674708
530.0,593,36946.682768
195.0,369,36949.182404
480.0,579,36953.083901
320.0,496,36956.467934
605.0,1023,36963.380252
155.0,352,36965.776911
330.0,476,36969.035599
435.0,633,36973.376681
495.0,646,36977.778486
330.0,455,36980.895154
570.0,847,36986.677807
210.0,386,36989.306927
345.0,513,36992.800065
575.0,1073,37000.085696
435.0,585,37004.07071
450.0,615,37008.271602
230.0,355,37010.679244
725.0,887,37016.739429
135.0,274,37018.638937
345.0,497,37022.032856
230.0,389,37024.695436
395.0,561,37028.529051
320.0,446,37031.573758
365.0,515,37035.101262
450.0,625,37039.356928
525.0,622,37043.597706
510.0,700,37048.379956
105.0,271,37050.240098
390.0,518,37053.785864
470.0,600,37057.881578
320.0,491,37061.218475
90.0,262,37063.013532
605.0,605,37067.129963
640.0,613,37071.288002
210.0,388,37073.934345
90.0,263,37075.735209
550.0,641,37080.103171
435.0,586,37084.104967
470.0,638,37088.4426
435.0,517,37091.986698
605.0,932,37098.328033
525.0,610,37102.47563
195.0,378,37105.068296
555.0,763,37110.247749
455.0,721,37115.163867
320.0,506,37118.598455
365.0,505,37122.048854
285.0,642,37126.447299
600.0,1084,37133.815931
315.0,518,37137.331004
440.0,649,37141.777619
465.0,602,37145.866095
315.0,499,37149.27374
500.0,546,37152.978538
625.0,573,37156.890348
570.0,1043,37163.964688
315.0,499,37167.377243
315.0,509,37170.851416
550.0,653,37175.31131
510.0,596,37179.360709
405.0,614,37183.536969
420.0,566,37187.400115
410.0,623,37191.620664
315.0,458,37194.768847
470.0,600,37198.87563
420.0,501,37202.304684
425.0,533,37205.935948
435.0,548,37209.676746
330.0,487,37213.013939
450.0,600,37217.120141
395.0,616,37221.344225
315.0,460,37224.500453
555.0,854,37230.333904
450.0,639,37234.696801
450.0,595,37238.759482
230.0,367,37241.285123
315.0,507,37244.76158
435.0,592,37248.809488
290.0,682,37253.44605
120.0,290,37255.434793
500.0,661,37259.939214
550.0,611,37264.118874
210.0,425,37267.017803
345.0,577,37270.943249
500.0,691,37275.663327
435.0,525,37279.24752
215.0,417,37282.106068
515.0,656,37286.576312
315.0,439,37289.589045
580.0,833,37295.267824
455.0,592,37299.325758
185.0,362,37301.825721
405.0,569,37305.713366
315.0,468,37308.926526
530.0,675,37313.538543
425.0,588,37317.553438
445.0,598,37321.620872
320.0,422,37324.520003
185.0,397,37327.242589
125.0,282,37329.17396
315.0,486,37332.503847
425.0,515,37336.0282
365.0,519,37339.570606
470.0,585,37343.547989
285.0,610,37347.688266
325.0,550,37351.443254
435.0,568,37355.315763
260.0,495,37358.684055
420.0,568,37362.544655
405.0,553,37366.304155
560.0,989,37372.999199
490.0,601,37377.084026
330.0,513,37380.58569
435.0,557,37384.378626
120.0,281,37386.295732
470.0,599,37390.378882
420.0,529,37393.975303
120.0,267,37395.796198
210.0,356,37398.213175
495.0,656,37402.656943
255.0,549,37406.361672
330.0,512,37409.841335
555.0,708,37414.637612
515.0,588,37418.617915
345.0,448,37421.647537
490.0,616,37425.82611
480.0,662,37430.330551
230.0,629,37434.596529
125.0,272,37436.43711
345.0,428,37439.358653
340.0,609,37443.53132
315.0,470,37446.755497
125.0,275,37448.628426
390.0,601,37452.760808
390.0,568,37456.641928
405.0,711,37461.490461
50.0,257,37463.265149
345.0,470,37466.487674
495.0,593,37470.530381
405.0,637,37474.90894
725.0,934,37481.264905
315.0,726,37486.231359
315.0,438,37489.196419
95.0,273,37491.060723
390.0,645,37495.477318
435.0,537,37499.149955
450.0,615,37503.324387
420.0,585,37507.28461
495.0,593,37511.296596
510.0,615,37515.467829
570.0,867,37521.32228
425.0,578,37525.23036
420.0,617,37529.421398
315.0,454,37532.509698
105.0,297,37534.52409
485.0,633,37538.797816
345.0,584,37542.756232
240.0,406,37545.548193
200.0,408,37548.352142
425.0,544,37552.062097
570.0,845,37557.772077
595.0,991,37564.483419
520.0,728,37569.408869
380.0,602,37573.492403
300.0,508,37576.937858
215.0,413,37579.753901
425.0,539,37583.387092
115.0,272,37585.234381
515.0,671,37589.774219
315.0,504,37593.186862
310.0,540,37596.831789
135.0,272,37598.669162
420.0,519,37602.181029
135.0,284,37604.102256
315.0,541,37607.762325
210.0,406,37610.527003
410.0,585,37614.458483
405.0,543,37618.126964
545.0,880,37624.053359
285.0,486,37627.310472
540.0,597,37631.32702
140.0,292,37633.29555
610.0,1015,37640.106055
465.0,662,37644.57767
155.0,341,37646.886773
630.0,1034,37653.790826
95.0,263,37655.571032
135.0,314,37657.700548
345.0,504,37661.095878
470.0,593,37665.072825
425.0,564,37668.873552
530.0,987,37675.488789
55.0,258,37677.224037
435.0,545,37680.891247
80.0,282,37682.791674
420.0,528,37686.338623
495.0,586,37690.270731
240.0,440,37693.225365
585.0,927,37699.398871
450.0,602,37703.420186
495.0,827,37708.954839
480.0,681,37713.573765
105.0,292,37715.546287
420.0,529,37719.108189
105.0,281,37721.003217
100.0,288,37722.944664
650.0,725,37727.827756
240.0,385,37730.447486
150.0,281,37732.343615
180.0,378,37734.885809
315.0,444,37737.882321
610.0,764,37743.010388
365.0,597,37747.065527
435.0,534,37750.648124
600.0,743,37755.669688
320.0,431,37758.597268
120.0,278,37760.475159
435.0,501,37763.871707
345.0,442,37766.866201
420.0,510,37770.295016
405.0,552,37774.022753
365.0,502,37777.415005
315.0,419,37780.252881
330.0,461,37783.36423
420.0,542,37787.013751
505.0,598,37791.047664
805.0,1133,37798.672765
555.0,556,37802.430159
470.0,582,37806.369681
425.0,523,37809.86849
560.0,945,37816.233068
560.0,710,37820.984516
430.0,567,37824.829157
785.0,821,37830.335506
450.0,509,37833.784117
610.0,757,37838.935297
540.0,603,37843.011619
260.0,428,37845.900223
670.0,725,37850.828384
935.0,1283,37859.498531
260.0,428,37862.409458
320.0,455,37865.521482
390.0,623,37869.763669
585.0,813,37875.264075
470.0,547,37878.990239
205.0,453,37882.058331
105.0,270,37883.908821
435.0,515,37887.376054
315.0,688,37892.020361
465.0,730,37896.956723
450.0,631,37901.210274
575.0,790,37906.539493
475.0,617,37910.718022
390.0,572,37914.599546
605.0,982,37921.258952
80.0,275,37923.133317
450.0,664,37927.629416
95.0,267,37929.42379
225.0,381,37932.017027
585.0,815,37937.498477
435.0,583,37941.438836
705.0,1044,37948.45874
495.0,567,37952.300791
450.0,512,37955.743292
330.0,422,37958.593205
435.0,519,37962.116098
420.0,562,37965.941188
475.0,638,37970.258918
420.0,568,37974.114027
450.0,598,37978.184083
445.0,505,37981.602662
470.0,576,37985.50646
555.0,796,37990.875529
425.0,542,37994.513051
95.0,259,37996.267542
255.0,605,38000.376588
225.0,430,38003.308856
480.0,625,38007.558432
420.0,539,38011.212824
315.0,513,38014.692892
210.0,381,38017.283653
450.0,612,38021.438319
715.0,962,38027.978944
315.0,479,38031.238405
770.0,981,38037.887507
75.0,278,38039.780698
230.0,376,38042.329149
75.0,280,38044.240187
470.0,580,38048.175827
320.0,466,38051.358024
420.0,616,38055.547389
345.0,510,38059.030316
240.0,414,38061.85791
365.0,534,38065.486478
125.0,287,38067.45146
420.0,594,38071.485171
125.0,268,38073.314923
680.0,909,38079.472759
345.0,510,38082.939383
315.0,436,38085.91452
295.0,503,38089.337127
470.0,589,38093.324282
240.0,421,38096.203386
345.0,495,38099.552238
470.0,607,38103.66443
590.0,598,38107.73958
560.0,1125,38115.360363
420.0,509,38118.825543
215.0,363,38121.307485
610.0,847,38127.077893
320.0,417,38129.912658
680.0,581,38133.857285
740.0,1282,38142.533843
470.0,583,38146.497736
810.0,882,38152.513859
420.0,704,38157.316671
425.0,531,38160.927259
475.0,601,38164.983941
425.0,538,38168.623209
345.0,448,38171.677594
185.0,365,38174.185457
525.0,610,38178.303007
585.0,867,38184.170082
450.0,655,38188.626185
330.0,503,38192.02705
500.0,828,38197.646937
575.0,1132,38205.287166
555.0,904,38211.43229
510.0,672,38216.023814
575.0,954,38222.54062
550.0,909,38228.698088
210.0,374,38231.267868
565.0,669,38235.808446
450.0,595,38239.863062
95.0,266,38241.67303
420.0,539,38245.360124
320.0,532,38248.986404
470.0,590,38253.015194
585.0,852,38258.827036
125.0,273,38260.708207
125.0,268,38262.54572
470.0,615,38266.736466
470.0,579,38270.689795
470.0,583,38274.663181
230.0,393,38277.336017
500.0,604,38281.452989
410.0,651,38285.88823
735.0,1069,38293.176245
155.0,289,38295.145458
300.0,609,38299.320745
485.0,734,38304.308023
390.0,627,38308.596365
110.0,264,38310.402844
450.0,606,38314.527222
225.0,410,38317.337653
225.0,453,38320.421438
285.0,580,38324.386328
135.0,276,38326.281623
490.0,691,38331.009728
70.0,264,38332.806327
135.0,275,38334.706762
500.0,629,38339.014162
575.0,822,38344.611488
365.0,467,38347.807785
150.0,293,38349.800832
555.0,1056,38356.967268
225.0,372,38359.51
515.0,603,38363.62
715.0,595,38367.688155
565.0,808,38373.201011
575.0,995,38379.96617
800.0,1183,38387.969659
435.0,607,38392.108072
525.0,585,38396.075383
425.0,569,38399.947052
495.0,572,38403.848731
260.0,469,38407.044316
105.0,286,38408.978663
200.0,391,38411.654908
345.0,509,38415.118781
315.0,568,38418.985679
610.0,823,38424.585312
315.0,445,38427.600931
120.0,281,38429.534326
215.0,418,38432.377517
450.0,597,38436.471432
600.0,855,38442.302557
450.0,648,38446.715925
525.0,624,38450.971093
85.0,261,38452.753694
330.0,637,38457.133225
395.0,610,38461.283878
495.0,811,38466.800187
390.0,561,38470.630715
365.0,557,38474.436468
585.0,904,38480.589727
80.0,260,38482.365196
185.0,364,38484.853399
345.0,479,38488.120923
345.0,454,38491.233842
755.0,842,38496.959218
635.0,633,38501.263641
520.0,606,38505.395972
775.0,906,38511.53293
450.0,493,38514.916926
470.0,585,38518.879739
435.0,521,38522.418917
590.0,728,38527.377424
90.0,279,38529.287493
365.0,464,38532.439633
470.0,603,38536.553419
470.0,627,38540.822171
125.0,276,38542.700206
140.0,289,38544.687576
515.0,658,38549.148447
255.0,449,38552.196908
515.0,603,38556.306923
560.0,802,38561.77245
470.0,594,38565.801134
330.0,489,38569.127038
185.0,348,38571.490394
440.0,599,38575.557929
320.0,457,38578.657167
470.0,571,38582.529653
435.0,588,38586.536686
450.0,555,38590.322911
420.0,502,38593.715908
320.0,429,38596.643197
545.0,626,38600.875319
575.0,842,38606.567049
565.0,775,38611.794471
110.0,279,38613.694157
210.0,390,38616.343075
450.0,521,38619.891207
360.0,487,38623.21269
50.0,264,38625.007182
185.0,344,38627.358221
425.0,554,38631.131957
425.0,504,38634.560948
365.0,544,38638.287873
470.0,593,38642.303625
95.0,265,38644.125712
155.0,290,38646.094501
555.0,853,38651.857384
515.0,570,38655.742309
315.0,435,38658.724492
485.0,844,38664.45361
345.0,431,38667.378189
435.0,531,38670.998295
425.0,577,38674.907866
105.0,286,38676.868602
300.0,498,38680.250354
445.0,574,38684.172596
105.0,272,38686.023717
450.0,565,38689.850059
315.0,440,38692.841614
320.0,466,38696.037547
240.0,371,38698.548042
425.0,608,38702.690331
670.0,595,38706.742625
450.0,572,38710.628438
495.0,610,38714.782898
515.0,606,38718.882933
345.0,457,38721.996625
210.0,370,38724.536996
105.0,268,38726.370788
315.0,426,38729.266154
75.0,268,38731.090537
395.0,533,38734.720145
315.0,667,38739.260247
470.0,599,38743.344863
320.0,458,38746.471497
520.0,599,38750.525832
565.0,869,38756.461411
470.0,592,38760.501513
450.0,617,38764.712897
420.0,734,38769.692221
240.0,412,38772.507893
450.0,548,38776.241894
470.0,643,38780.595368
315.0,423,38783.480204
470.0,598,38787.528638
540.0,955,38794.00934
755.0,935,38800.387819
150.0,291,38802.385906
140.0,294,38804.383156
515.0,670,38808.948803
330.0,476,38812.202244
365.0,553,38815.979447
470.0,609,38820.139762
330.0,528,38823.750187
225.0,456,38826.863303
105.0,276,38828.74893
420.0,556,38832.527759
210.0,371,38835.069671
390.0,559,38838.888309
450.0,564,38842.709115
315.0,417,38845.541304
470.0,593,38849.563686
415.0,591,38853.581719
520.0,607,38857.705873
575.0,888,38863.726269
330.0,463,38866.87617
315.0,431,38869.823662
80.0,269,38871.650121
420.0,577,38875.601897
555.0,879,38881.579257
700.0,849,38887.378717
450.0,569,38891.239825
470.0,589,38895.22726
150.0,291,38897.228632
420.0,525,38900.786378
390.0,612,38904.95326
160.0,347,38907.307349
420.0,519,38910.84061
435.0,536,38914.472086
560.0,598,38918.525317
330.0,442,38921.542492
545.0,733,38926.518737
485.0,704,38931.286329
765.0,973,38937.886089
510.0,740,38942.913811
315.0,446,38945.973231
555.0,644,38950.371098
260.0,461,38953.516049
500.0,736,38958.526806
315.0,495,38961.908418
770.0,838,38967.600799
475.0,623,38971.867956
105.0,269,38973.709334
135.0,305,38975.791763
425.0,608,38979.941006
320.0,487,38983.278681
240.0,417,38986.13051
420.0,522,38989.711158
345.0,561,38993.534883
755.0,934,38999.882719
90.0,283,39001.801636
95.0,265,39003.610307
505.0,732,39008.568911
575.0,1010,39015.387684
470.0,590,39019.393966
140.0,291,39021.366521
135.0,273,39023.233799
390.0,626,39027.443668
315.0,476,39030.670505
450.0,641,39034.983596
135.0,279,39036.87695
425.0,569,39040.733299
435.0,547,39044.44701
450.0,520,39047.986745
595.0,869,39053.851053
510.0,836,39059.52119
525.0,585,39063.491344
450.0,529,39067.077056
95.0,266,39068.871931
570.0,844,39074.568501
390.0,620,39078.765607
95.0,263,39080.559835
315.0,486,39083.860929
240.0,431,39086.77908
470.0,619,39090.986489
185.0,380,39093.573902
315.0,567,39097.423873
390.0,542,39101.083531
345.0,439,39104.07193
330.0,423,39106.952912
425.0,564,39110.769278
425.0,582,39114.71285
385.0,841,39120.430326
285.0,545,39124.138035
420.0,523,39127.700182
500.0,593,39131.70835
470.0,587,39135.697458
390.0,741,39140.694862
435.0,507,39144.105039
520.0,671,39148.582513
560.0,874,39154.45292
470.0,588,39158.401553
420.0,603,39162.478875
500.0,611,39166.552354
470.0,574,39170.433179
315.0,438,39173.391777
185.0,368,39175.906493
120.0,290,39177.903968
215.0,412,39180.731404
630.0,646,39185.150519
100.0,265,39186.97402
320.0,484,39190.289479
560.0,823,39195.909122
315.0,696,39200.648952
425.0,558,39204.471348
315.0,477,39207.730503
285.0,539,39211.425715
330.0,464,39214.590537
95.0,263,39216.403321
315.0,478,39219.661839
215.0,354,39222.097231
490.0,645,39226.495091
530.0,661,39230.995158
435.0,575,39234.94166
345.0,424,39237.851747
210.0,373,39240.399276
485.0,713,39245.269385
110.0,268,39247.117742
135.0,282,39249.054154
420.0,513,39252.557632
395.0,562,39256.39839
495.0,647,39260.805128
485.0,598,39264.891749
75.0,283,39266.833459
615.0,931,39273.158607
420.0,520,39276.707626
330.0,540,39280.394871
285.0,640,39284.769
450.0,583,39288.740309
260.0,413,39291.560143
210.0,417,39294.423811
210.0,410,39297.226067
580.0,916,39303.466626
290.0,498,39306.866431
635.0,677,39311.476447
320.0,523,39315.055519
120.0,265,39316.87328
90.0,290,39318.841227
120.0,266,39320.674861
95.0,258,39322.436588
320.0,567,39326.307832
420.0,519,39329.862432
450.0,588,39333.878842
425.0,517,39337.394864
315.0,425,39340.289287
195.0,377,39342.877493
390.0,599,39346.935481
120.0,299,39348.992024
525.0,593,39353.034997
485.0,655,39357.518486
105.0,268,39359.344687
395.0,665,39363.879795
315.0,465,39367.074235
390.0,550,39370.812658
525.0,587,39374.809904
80.0,264,39376.615566
390.0,602,39380.70633
345.0,511,39384.20963
320.0,475,39387.463042
485.0,611,39391.652433
530.0,611,39395.809982
635.0,581,39399.778795
505.0,599,39403.854008
455.0,661,39408.370673
630.0,642,39412.734923
520.0,597,39416.799365
585.0,798,39422.234159
315.0,520,39425.788836
495.0,588,39429.789793
565.0,806,39435.256311
420.0,692,39439.968885
315.0,430,39442.915406
345.0,577,39446.843157
450.0,580,39450.785263
130.0,331,39453.057758
495.0,731,39458.036013
285.0,449,39461.093578
260.0,447,39464.142714
450.0,598,39468.221923
320.0,507,39471.687414
155.0,295,39473.713104
450.0,573,39477.605664
330.0,439,39480.612599
105.0,257,39482.373909
210.0,399,39485.096315
315.0,504,39488.535264
210.0,352,39490.930078
470.0,603,39495.027452
135.0,278,39496.942482
315.0,479,39500.209781
185.0,398,39502.930885
330.0,703,39507.728509
420.0,518,39511.256622
585.0,863,39517.128231
730.0,591,39521.161839
345.0,512,39524.665623
105.0,286,39526.6088
470.0,604,39530.714309
580.0,856,39536.559759
215.0,370,39539.102443
315.0,501,39542.525088
470.0,568,39546.406744
565.0,604,39550.527303
470.0,603,39554.641247
755.0,1204,39562.801101
120.0,266,39564.616717
315.0,427,39567.546199
525.0,688,39572.246272
480.0,908,39578.454915
330.0,482,39581.767288
110.0,293,39583.768344
435.0,580,39587.721855
425.0,563,39591.585348
345.0,577,39595.524864
195.0,349,39597.905409
320.0,522,39601.486979
495.0,578,39605.425939
560.0,830,39611.071873
540.0,827,39616.699934
315.0,421,39619.597394
465.0,732,39624.590512
520.0,603,39628.681396
95.0,263,39630.475754
705.0,938,39636.879171
390.0,611,39641.005472
105.0,276,39642.886078
170.0,301,39644.958485
450.0,629,39649.22139
330.0,573,39653.119608
470.0,613,39657.289026
470.0,601,39661.406572
475.0,657,39665.853263
505.0,877,39671.77114
365.0,511,39675.242083
510.0,593,39679.256244
255.0,445,39682.272002
315.0,747,39687.323984
475.0,684,39691.952551
330.0,668,39696.488166
260.0,733,39701.444312
420.0,545,39705.14949
450.0,626,39709.373194
470.0,672,39713.928032
420.0,577,39717.829194
120.0,284,39719.780149
210.0,376,39722.365541
470.0,593,39726.411633
330.0,429,39729.342274
620.0,679,39733.987189
765.0,871,39739.859333
360.0,531,39743.495154
495.0,595,39747.554608
470.0,591,39751.591525
150.0,281,39753.510888
420.0,785,39758.853662
315.0,390,39761.536513
605.0,1034,39768.541806
515.0,639,39772.905739
240.0,399,39775.637405
425.0,585,39779.62935
555.0,844,39785.405859
525.0,643,39789.788631
135.0,271,39791.643805
315.0,491,39794.998029
140.0,305,39797.069254
420.0,607,39801.223511
315.0,423,39804.125849
500.0,671,39808.700072
95.0,285,39810.644916
510.0,940,39817.059165
485.0,675,39821.657536
365.0,588,39825.65365
80.0,270,39827.493762
425.0,536,39831.145719
560.0,623,39835.397521
185.0,394,39838.092821
670.0,748,39843.201365
240.0,457,39846.345821
495.0,573,39850.261461
450.0,629,39854.552651
555.0,805,39860.029834
140.0,275,39861.919855
420.0,558,39865.753412
420.0,490,39869.098351
555.0,834,39874.787773
535.0,645,39879.201199
315.0,432,39882.162081
330.0,509,39885.633153
420.0,485,39888.951941
420.0,487,39892.298251
660.0,702,39897.123849
595.0,803,39902.58534
500.0,655,39907.062643
330.0,437,39910.0228
470.0,582,39913.985412
525.0,1069,39921.227556
495.0,997,39927.992807
565.0,928,39934.332534
495.0,681,39938.982052
455.0,747,39944.049335
345.0,522,39947.62408
125.0,408,39950.413265
315.0,439,39953.426284
470.0,590,39957.454265
510.0,681,39962.115866
65.0,268,39963.968015
260.0,432,39966.935064
240.0,392,39969.625324
450.0,657,39974.139133
595.0,938,39980.526527
315.0,497,39983.896912
470.0,610,39988.069098
450.0,588,39992.096763
195.0,404,39994.856737
125.0,287,39996.823871
215.0,373,39999.373019
215.0,380,40001.977046
510.0,648,40006.410483
530.0,640,40010.778583
470.0,542,40014.468209
315.0,493,40017.852841
225.0,374,40020.406144
405.0,597,40024.481282
345.0,555,40028.27832
435.0,590,40032.320724
240.0,380,40034.927462
575.0,1011,40041.807126
315.0,576,40045.7386
420.0,702,40050.537227
605.0,1005,40057.362414
340.0,431,40060.315506
135.0,288,40062.287403
570.0,841,40067.975715
210.0,373,40070.520098
210.0,411,40073.326538
560.0,925,40079.628631
470.0,602,40083.746477
285.0,399,40086.483331
420.0,579,40090.433161
195.0,419,40093.298415
315.0,889,40099.342358
110.0,265,40101.168788
555.0,965,40107.695696
240.0,497,40111.065378
450.0,655,40115.547239
760.0,878,40121.526288
95.0,259,40123.30157
285.0,450,40126.390684
195.0,375,40128.934932
495.0,641,40133.31384
125.0,275,40135.173994
230.0,391,40137.842695
330.0,544,40141.555012
495.0,644,40145.945857
105.0,265,40147.75983
405.0,621,40152.00347
540.0,626,40156.266149
120.0,283,40158.208412
470.0,568,40162.096499
45.0,268,40163.935549
240.0,401,40166.676242
415.0,555,40170.468994
120.0,265,40172.280982
150.0,286,40174.246076
470.0,605,40178.376143
320.0,416,40181.207368
470.0,601,40185.30118
435.0,588,40189.324422
420.0,684,40193.988476
320.0,440,40196.99181
500.0,602,40201.109939
625.0,855,40206.928183
620.0,765,40212.139265
320.0,436,40215.110798
495.0,623,40219.323214
490.0,599,40223.410624
330.0,446,40226.454657
435.0,576,40230.351726
495.0,650,40234.751548
260.0,442,40237.762526
210.0,377,40240.322466
670.0,864,40246.177759
485.0,653,40250.592744
95.0,261,40252.365248
470.0,622,40256.593732
450.0,622,40260.798809
345.0,446,40263.839672
320.0,506,40267.274885
420.0,586,40271.259089
420.0,784,40276.562775
470.0,567,40280.402216
470.0,585,40284.371292
345.0,565,40288.20569
315.0,450,40291.258463
120.0,265,40293.053257
240.0,376,40295.60359
315.0,550,40299.325609
450.0,545,40303.033248
315.0,570,40306.904679
525.0,687,40311.584891
475.0,716,40316.463383
545.0,1073,40323.731339
210.0,419,40326.584914
485.0,731,40331.5551
195.0,355,40333.952244
580.0,1000,40340.749849
470.0,664,40345.273622
515.0,605,40349.381968
125.0,266,40351.188044
565.0,577,40355.095452
240.0,373,40357.664564
230.0,423,40360.546069
470.0,571,40364.445003
210.0,346,40366.804205
160.0,286,40368.748059
470.0,574,40372.65418
450.0,595,40376.660543
555.0,984,40383.341251
390.0,551,40387.102972
470.0,571,40390.989323
420.0,523,40394.563724
455.0,604,40398.688122
315.0,889,40404.757012
555.0,675,40409.376822
285.0,508,40412.847442
710.0,947,40419.273026
130.0,275,40421.152024
315.0,477,40424.410908
555.0,826,40430.038033
315.0,483,40433.351646
105.0,263,40435.145712
345.0,452,40438.228434
405.0,617,40442.451387
555.0,908,40448.654128
470.0,594,40452.685418
210.0,361,40455.145349
495.0,652,40459.588064
215.0,433,40462.555831
575.0,978,40469.209631
330.0,517,40472.734892
240.0,369,40475.268157
315.0,521,40478.82226
605.0,966,40485.363925
345.0,523,40488.923098
420.0,590,40492.936266
420.0,612,40497.135697
125.0,264,40498.957438
315.0,443,40501.975935
420.0,574,40505.934393
450.0,581,40509.926834
365.0,485,40513.267504
210.0,381,40515.911684
450.0,731,40520.906874
450.0,542,40524.630705
670.0,605,40528.771147
315.0,546,40532.52935
470.0,594,40536.603951
440.0,511,40540.114275
605.0,1121,40547.773731
560.0,865,40553.701562
455.0,597,40557.815465
425.0,509,40561.312227
135.0,288,40563.296821
450.0,591,40567.353397
470.0,596,40571.435228
500.0,647,40575.859086
480.0,651,40580.328151
315.0,503,40583.778664
125.0,277,40585.685603
345.0,515,40589.208627
420.0,613,40593.404032
470.0,687,40598.102897
315.0,488,40601.457287
535.0,662,40605.963205
555.0,700,40610.76102
110.0,261,40612.577115
180.0,405,40615.339335
155.0,336,40617.646119
470.0,584,40621.642497
215.0,419,40624.519781
590.0,857,40630.394382
525.0,622,40634.648901
580.0,560,40638.501488
545.0,840,40644.254504
595.0,833,40649.93861
150.0,294,40651.95419
470.0,607,40656.129787
575.0,681,40660.794408
210.0,415,40663.652474
450.0,597,40667.733318
120.0,264,40669.554407
555.0,737,40674.61366
525.0,640,40679.000703
470.0,588,40683.032266
435.0,582,40687.031551
420.0,532,40690.679942
695.0,562,40694.525707
605.0,970,40701.145327
255.0,428,40704.087674
580.0,918,40710.364908
470.0,590,40714.41562
395.0,556,40718.205788
210.0,395,40720.923333
420.0,569,40724.809589
610.0,1084,40732.219832
315.0,445,40735.276035
490.0,653,40739.745742
810.0,1214,40748.066615
345.0,464,40751.253859
480.0,669,40755.826773
330.0,518,40759.385171
540.0,642,40763.759177
540.0,957,40770.286143
530.0,643,40774.682136
210.0,344,40777.029661
600.0,927,40783.358058
600.0,978,40790.038868
485.0,644,40794.442482
435.0,545,40798.21524
330.0,576,40802.174528
135.0,282,40804.094025
505.0,945,40810.569392
480.0,588,40814.602382
465.0,617,40818.857559
285.0,425,40821.770042
510.0,987,40828.525341
525.0,587,40832.533181
565.0,725,40837.502303
320.0,464,40840.691823
230.0,379,40843.280103
315.0,581,40847.284579
455.0,796,40852.755727
345.0,516,40856.277837
395.0,589,40860.309708
455.0,631,40864.640269
540.0,821,40870.256504
320.0,440,40873.272786
425.0,537,40876.947159
575.0,968,40883.505005
185.0,371,40886.045605
90.0,272,40887.89952
320.0,410,40890.683474
550.0,775,40895.960891
